copy and paste JSON data,,,,,,,,add manually,automatic calculation,,,,,,,,num,start,end,opening hours,closing hours,stage,weapon 1,weapon 2,weapon 3,weapon 4,rare wepon,weapon set type,weapons text
239,1538136000,1538265600,1,5030,6000,200,2040,,0,0,5030,6000,200,2040,0,0,240,2018/09/30 21:00,2018/10/02 3:00,30,12,難破船ドン･ブラコ,クーゲルシュライバー,スプラローラー,バケットスロッシャー,リッター4K,,普通編成,"クーゲルシュライバー,スプラローラー,バケットスロッシャー,リッター4K"
240,1538308800,1538416800,2,4030,1010,3000,2030,,0,1,4030,1010,3000,2030,0,0,241,2018/10/02 15:00,2018/10/03 21:00,30,12,海上集落シャケト場,スプラマニューバー,シャープマーカー,ノーチラス47,キャンピングシェルター,,普通編成,"スプラマニューバー,シャープマーカー,ノーチラス47,キャンピングシェルター"
241,1538460000,1538568000,3,5010,20,4040,6010,,0,2,5010,20,4040,6010,0,0,242,2018/10/04 9:00,2018/10/05 15:00,30,12,トキシラズいぶし工房,ボールドマーカー,H3リールガン,ホットブラスター,ジェットスイーパー,,普通編成,"ボールドマーカー,H3リールガン,ホットブラスター,ジェットスイーパー"
242,1538611200,1538719200,4,0,310,210,90,,0,3,0,310,210,90,0,0,243,2018/10/06 3:00,2018/10/08 1:00,46,2,難破船ドン･ブラコ,金？,金？,金？,金？,すべてのクマサン印のブキ,黄金編成,"金？,金？,金？,金？"
243,1538762400,1538928000,2,-2,-2,-2,-2,,3,1,-2,-2,-2,-2,0,4,244,2018/10/08 3:00,2018/10/09 9:00,30,12,シェケナダム,バケットスロッシャー,クアッドホッパーブラック,.52ガロン,14式竹筒銃・甲,,普通編成,"バケットスロッシャー,クアッドホッパーブラック,.52ガロン,14式竹筒銃・甲"
244,1538935200,1539043200,1,3000,5040,50,2050,,0,0,3000,5040,50,2050,0,0,245,2018/10/09 21:00,2018/10/11 3:00,30,12,海上集落シャケト場,スクリュースロッシャー,パブロ,L3リールガン,デュアルスイーパー,,普通編成,"スクリュースロッシャー,パブロ,L3リールガン,デュアルスイーパー"
245,1539086400,1539194400,3,3020,1100,300,5030,,0,2,3020,1100,300,5030,0,0,246,2018/10/11 15:00,2018/10/12 21:00,30,12,トキシラズいぶし工房,ボトルガイザー,スパッタリー,パラシェルター,ラピッドブラスター,,普通編成,"ボトルガイザー,スパッタリー,パラシェルター,ラピッドブラスター"
246,1539237600,1539345600,4,400,5000,6000,240,,0,3,400,5000,6000,240,0,0,247,2018/10/13 9:00,2018/10/14 21:00,36,12,海上集落シャケト場,プライムシューター,プロモデラーMG,オーバーフロッシャー,キャンピングシェルター,,普通編成,"プライムシューター,プロモデラーMG,オーバーフロッシャー,キャンピングシェルター"
247,1539388800,1539518400,3,70,30,3030,6010,,0,2,70,30,3030,6010,0,0,248,2018/10/15 9:00,2018/10/16 15:00,30,12,難破船ドン･ブラコ,スプラマニューバー,スプラスピナー,クアッドホッパーブラック,ソイチューバー,,普通編成,"スプラマニューバー,スプラスピナー,クアッドホッパーブラック,ソイチューバー"
248,1539561600,1539669600,2,5010,4000,5040,2060,,0,1,5010,4000,5040,2060,0,0,249,2018/10/17 3:00,2018/10/18 9:00,30,12,トキシラズいぶし工房,スプラローラー,N-ZAP85,クーゲルシュライバー,Rブラスターエリート,,普通編成,"スプラローラー,N-ZAP85,クーゲルシュライバー,Rブラスターエリート"
249,1539712800,1539820800,4,1010,60,4030,250,,0,3,1010,60,4030,250,0,0,250,2018/10/18 21:00,2018/10/20 3:00,30,12,シェケナダム,.52ガロン,パラシェルター,バレルスピナー,スクイックリンα,,普通編成,".52ガロン,パラシェルター,バレルスピナー,スクイックリンα"
250,1539864000,1539972000,1,50,6000,4010,2000,,0,0,50,6000,4010,2000,0,0,251,2018/10/20 15:00,2018/10/22 3:00,36,12,トキシラズいぶし工房,緑？ (クマサン印のチャージャー),緑？ (クマサン印のチャージャー),緑？ (クマサン印のチャージャー),緑？ (クマサン印のチャージャー),クマサン印のチャージャー,全緑編成,"緑？ (クマサン印のチャージャー),緑？ (クマサン印のチャージャー),緑？ (クマサン印のチャージャー),緑？ (クマサン印のチャージャー)"
251,1540015200,1540144800,4,-1,-1,-1,-1,7020,2,3,8020,8020,8020,8020,4,0,252,2018/10/22 15:00,2018/10/23 21:00,30,12,海上集落シャケト場,シャープマーカー,H3リールガン,.96ガロン,ハイドラント,,普通編成,"シャープマーカー,H3リールガン,.96ガロン,ハイドラント"
252,1540188000,1540296000,3,20,310,80,4020,,0,2,20,310,80,4020,0,0,253,2018/10/24 9:00,2018/10/25 15:00,30,12,シェケナダム,スパッタリー,N-ZAP85,ジェットスイーパー,キャンピングシェルター,,普通編成,"スパッタリー,N-ZAP85,ジェットスイーパー,キャンピングシェルター"
253,1540339200,1540447200,1,5000,60,90,6010,,0,0,5000,60,90,6010,0,0,254,2018/10/26 3:00,2018/10/27 9:00,30,12,難破船ドン･ブラコ,スプラシューター,.52ガロン,カーボンローラー,4Kスコープ,,普通編成,"スプラシューター,.52ガロン,カーボンローラー,4Kスコープ"
254,1540490400,1540598400,2,40,50,1000,2040,,0,1,40,50,1000,2040,0,0,255,2018/10/27 21:00,2018/10/29 9:00,36,12,シェケナダム,クアッドホッパーブラック,スプラスピナー,パブロ,ラピッドブラスター,,普通編成,"クアッドホッパーブラック,スプラスピナー,パブロ,ラピッドブラスター"
255,1540641600,1540771200,1,5040,4000,1100,240,,0,0,5040,4000,1100,240,0,0,256,2018/10/29 21:00,2018/10/31 3:00,30,12,トキシラズいぶし工房,スクリュースロッシャー,ヴァリアブルローラー,わかばシューター,ハイドラント,,普通編成,"スクリュースロッシャー,ヴァリアブルローラー,わかばシューター,ハイドラント"
256,1540814400,1540922400,4,3020,1030,10,4020,,0,3,3020,1030,10,4020,0,0,257,2018/10/31 15:00,2018/11/01 21:00,30,12,難破船ドン･ブラコ,L3リールガン,プライムシューター,ノヴァブラスター,スプラスコープ,,普通編成,"L3リールガン,プライムシューター,ノヴァブラスター,スプラスコープ"
257,1540965600,1541073600,2,300,70,200,2020,,0,1,300,70,200,2020,0,0,258,2018/11/02 9:00,2018/11/03 15:00,30,12,海上集落シャケト場,クラッシュブラスター,スプラローラー,パラシェルター,リッター4K,,普通編成,"クラッシュブラスター,スプラローラー,パラシェルター,リッター4K"
258,1541116800,1541224800,3,230,1010,6000,2030,,0,2,230,1010,6000,2030,0,0,259,2018/11/04 3:00,2018/11/05 15:00,36,12,難破船ドン･ブラコ,.52ガロン,デュアルスイーパー,ラピッドブラスター,緑？ (クマサン印のブラスター),クマサン印のブラスター,一緑編成,".52ガロン,デュアルスイーパー,ラピッドブラスター,緑？ (クマサン印のブラスター)"
259,1541268000,1541397600,2,50,5030,240,-1,7000,1,1,50,5030,240,8000,1,0,260,2018/11/06 3:00,2018/11/07 9:00,30,12,シェケナダム,ヒッセン,スプラシューター,ノーチラス47,スプラチャージャー,,普通編成,"ヒッセン,スプラシューター,ノーチラス47,スプラチャージャー"
260,1541440800,1541548800,1,3010,40,4040,2010,,0,0,3010,40,4040,2010,0,0,261,2018/11/07 21:00,2018/11/09 9:00,36,6,朽ちた箱舟 ポラリス,ヴァリアブルローラー,バケットスロッシャー,スプラマニューバー,バレルスピナー,,普通編成,"ヴァリアブルローラー,バケットスロッシャー,スプラマニューバー,バレルスピナー"
261,1541592000,1541721600,5,1030,3000,5010,4010,,0,4,1030,3000,5010,4010,0,0,262,2018/11/09 15:00,2018/11/11 3:00,36,6,朽ちた箱舟 ポラリス,緑？ (クマサン印のスロッシャー),緑？ (クマサン印のスロッシャー),緑？ (クマサン印のスロッシャー),緑？ (クマサン印のスロッシャー),クマサン印のスロッシャー,全緑編成,"緑？ (クマサン印のスロッシャー),緑？ (クマサン印のスロッシャー),緑？ (クマサン印のスロッシャー),緑？ (クマサン印のスロッシャー)"
262,1541743200,1541872800,5,-1,-1,-1,-1,7030,2,4,8030,8030,8030,8030,4,0,263,2018/11/11 9:00,2018/11/12 21:00,36,12,難破船ドン･ブラコ,シャープマーカー,スプラローラー,オーバーフロッシャー,ハイドラント,,普通編成,"シャープマーカー,スプラローラー,オーバーフロッシャー,ハイドラント"
263,1541894400,1542024000,2,20,1010,3030,4020,,0,1,20,1010,3030,4020,0,0,264,2018/11/13 9:00,2018/11/14 15:00,30,12,シェケナダム,L3リールガン,N-ZAP85,パブロ,14式竹筒銃・甲,,普通編成,"L3リールガン,N-ZAP85,パブロ,14式竹筒銃・甲"
264,1542067200,1542175200,1,300,60,1100,2050,,0,0,300,60,1100,2050,0,0,265,2018/11/15 3:00,2018/11/16 9:00,30,12,トキシラズいぶし工房,ダイナモローラー,スプラスピナー,スプラマニューバー,4Kスコープ,,普通編成,"ダイナモローラー,スプラスピナー,スプラマニューバー,4Kスコープ"
265,1542218400,1542326400,4,1020,4000,5010,2040,,0,3,1020,4000,5010,2040,0,0,266,2018/11/16 21:00,2018/11/18 9:00,36,12,海上集落シャケト場,ヒッセン,ホットブラスター,スプラスコープ,緑？ (クマサン印のブラスター),クマサン印のブラスター,一緑編成,"ヒッセン,ホットブラスター,スプラスコープ,緑？ (クマサン印のブラスター)"
266,1542369600,1542499200,3,3010,210,2020,-1,7000,1,2,3010,210,2020,8000,1,0,267,2018/11/18 21:00,2018/11/20 3:00,30,12,難破船ドン･ブラコ,カーボンローラー,プロモデラーMG,プライムシューター,スクイックリンα,,普通編成,"カーボンローラー,プロモデラーMG,プライムシューター,スクイックリンα"
267,1542542400,1542650400,2,1000,30,70,2000,,0,1,1000,30,70,2000,0,0,268,2018/11/20 15:00,2018/11/21 21:00,30,12,朽ちた箱舟 ポラリス,スクリュースロッシャー,シャープマーカー,クーゲルシュライバー,スプラチャージャー,,普通編成,"スクリュースロッシャー,シャープマーカー,クーゲルシュライバー,スプラチャージャー"
268,1542693600,1542801600,5,3020,20,4030,2010,,0,4,3020,20,4030,2010,0,0,269,2018/11/22 9:00,2018/11/23 15:00,30,12,シェケナダム,ノーチラス47,ボールドマーカー,ラピッドブラスター,リッター4K,,普通編成,"ノーチラス47,ボールドマーカー,ラピッドブラスター,リッター4K"
269,1542844800,1542952800,1,4040,0,240,2030,,0,0,4040,0,240,2030,0,0,270,2018/11/24 3:00,2018/11/25 15:00,36,12,朽ちた箱舟 ポラリス,ノヴァブラスター,スプラシューター,エクスプロッシャー,ジェットスイーパー,,普通編成,"ノヴァブラスター,スプラシューター,エクスプロッシャー,ジェットスイーパー"
270,1542996000,1543125600,5,200,40,3040,90,,0,4,200,40,3040,90,0,0,271,2018/11/26 3:00,2018/11/27 9:00,30,12,海上集落シャケト場,.52ガロン,L3リールガン,スパイガジェット,バレルスピナー,,普通編成,".52ガロン,L3リールガン,スパイガジェット,バレルスピナー"
271,1543168800,1543276800,3,50,300,6020,4010,,0,2,50,300,6020,4010,0,0,272,2018/11/27 21:00,2018/11/29 3:00,30,12,難破船ドン･ブラコ,わかばシューター,.96ガロン,H3リールガン,デュアルスイーパー,,普通編成,"わかばシューター,.96ガロン,H3リールガン,デュアルスイーパー"
272,1543320000,1543428000,2,10,80,310,5030,,0,1,10,80,310,5030,0,0,273,2018/11/29 15:00,2018/11/30 21:00,30,12,シェケナダム,ホットブラスター,パラシェルター,スパッタリー,キャンピングシェルター,,普通編成,"ホットブラスター,パラシェルター,スパッタリー,キャンピングシェルター"
273,1543471200,1543579200,1,210,6000,5000,6010,,0,0,210,6000,5000,6010,0,0,274,2018/12/01 9:00,2018/12/02 21:00,36,12,トキシラズいぶし工房,スプラシューター,プロモデラーMG,ラピッドブラスター,緑？ (クマサン印のシェルター),クマサン印のシェルター,一緑編成,"スプラシューター,プロモデラーMG,ラピッドブラスター,緑？ (クマサン印のシェルター)"
274,1543622400,1543752000,4,40,30,240,-1,7010,1,3,40,30,240,8010,1,0,275,2018/12/03 9:00,2018/12/04 15:00,30,12,朽ちた箱舟 ポラリス,バケットスロッシャー,クアッドホッパーブラック,N-ZAP85,ソイチューバー,,普通編成,"バケットスロッシャー,クアッドホッパーブラック,N-ZAP85,ソイチューバー"
275,1543795200,1543903200,5,3000,5040,60,2060,,0,4,3000,5040,60,2060,0,0,276,2018/12/05 3:00,2018/12/06 9:00,30,12,難破船ドン･ブラコ,シャープマーカー,ノーチラス47,クラッシュブラスター,スプラスコープ,,普通編成,"シャープマーカー,ノーチラス47,クラッシュブラスター,スプラスコープ"
276,1543946400,1544054400,2,20,4040,230,2020,,0,1,20,4040,230,2020,0,0,277,2018/12/06 21:00,2018/12/08 3:00,30,12,海上集落シャケト場,わかばシューター,ケルビン525,ヒッセン,ハイドラント,,普通編成,"わかばシューター,ケルビン525,ヒッセン,ハイドラント"
277,1544097600,1544205600,3,10,5020,3010,4020,,0,2,10,5020,3010,4020,0,0,278,2018/12/08 15:00,2018/12/10 3:00,36,12,シェケナダム,ノヴァブラスター,H3リールガン,スプラマニューバー,スプラチャージャー,,普通編成,"ノヴァブラスター,H3リールガン,スプラマニューバー,スプラチャージャー"
278,1544248800,1544378400,1,200,310,5010,2010,,0,0,200,310,5010,2010,0,0,279,2018/12/10 15:00,2018/12/11 21:00,30,12,朽ちた箱舟 ポラリス,プライムシューター,オーバーフロッシャー,パラシェルター,デュアルスイーパー,,普通編成,"プライムシューター,オーバーフロッシャー,パラシェルター,デュアルスイーパー"
279,1544421600,1544529600,5,70,3030,6000,5030,,0,4,70,3030,6000,5030,0,0,280,2018/12/12 9:00,2018/12/13 15:00,30,12,トキシラズいぶし工房,ホットブラスター,プロモデラーMG,スクリュースロッシャー,バレルスピナー,,普通編成,"ホットブラスター,プロモデラーMG,スクリュースロッシャー,バレルスピナー"
280,1544572800,1544680800,4,210,30,3020,4010,,0,3,210,30,3020,4010,0,0,281,2018/12/14 3:00,2018/12/15 9:00,30,12,海上集落シャケト場,ボールドマーカー,クアッドホッパーブラック,パブロ,ジェットスイーパー,,普通編成,"ボールドマーカー,クアッドホッパーブラック,パブロ,ジェットスイーパー"
